,doing business as name,address,city_x,state_x,zip_code,license description,business activity id,business activity,application type,date issued,expiration,latitude_x,latitude_y,license_id,active_id,name,review_count,rating,price
711,THE KERRYMAN,661 n clark st,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/02/2017,2019-04-15,41.894145481,41.894172346069105,3362,7077,The Kerryman,404,3.5,$$
712,ALOHA GRILL HAWAIIAN BBQ INC.,2534 n clark st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/02/2017,2019-04-15,41.928687916,41.9287526,3358,7080,Aloha Eats,896,4.0,$
713,EN HAKKORE DAMEN,1840 n damen ave 1,CHICAGO,IL,60647,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,ISSUE,07/31/2017,2019-04-15,41.915000006,41.9150939,6913,7084,En Hakkore,664,4.5,$$
714,BALENA,"1633 n halsted st bsmt, 1st, mezz, cat",CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/02/2017,2019-04-15,,41.91195,3339,7089,Balena,741,4.0,$$$
715,CHICAGO' S DOG HOUSE INC.,816 w fullerton ave 1st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/27/2017,2019-04-15,41.925554231,41.9255849,3910,7113,Chicago's Dog House,402,4.0,$
716,TARASCAS INTERNATIONAL,2585 n clark st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/24/2017,2019-04-15,41.93003288,41.929950700000006,3890,7122,Cocina TARASCAS Mexican Restaurant,434,3.5,$$
717,NORI CHICAGO,954 w diversey pkwy 1,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/13/2017,2019-04-15,41.932752036,41.932718,3686,7132,Nori Sushi Bar - Lakeview,491,4.0,$$
718,BARRELHOUSE FLAT,2624 n lincoln ave 1,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/13/2017,2019-04-15,41.929469185,41.92945,3670,7139,The Barrelhouse Flat,480,4.0,$$
719,CHICAGO BAGEL AUTHORITY,953 w armitage ave,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/15/2017,2019-04-15,41.918000283000005,41.917862400000004,3701,7144,Chicago Bagel Authority,642,4.0,$
720,LAS PALMAS,1835 w north ave ll and 1,CHICAGO,IL,60622,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,ISSUE,03/20/2017,2019-04-15,41.910429625999996,41.910266,3776,7148,Las Palmas,655,4.0,$$
721,PADDY LONG'S,1028 w diversey pkwy 1,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/12/2017,2019-04-15,41.932726771,41.93287,4516,7208,Paddy Long's,378,4.0,$$
722,CHICAGO PIZZA & OVEN GRINDER,2121 n clark st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/12/2017,2019-04-15,41.920808479,41.920840000000005,4510,7213,Chicago Pizza And Oven Grinder Company,2287,4.0,$$
723,Pat's Pizzaria,2679 n lincoln ave,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/12/2017,2019-04-15,41.93075676,41.93083,4508,7214,Pat's Pizza,348,4.0,$$
724,NORTH POND CAFE,2610 n cannon dr  1,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/12/2017,2019-04-15,41.929904874,41.92931,4506,7215,North Pond,519,4.0,$$$$
725,RAJ DARBAR,2660 n halsted st 1st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/12/2017,2019-04-15,41.930751911,41.9309,4505,7216,Raj Darbar,351,3.5,$$
726,SULTAN'S,2521 n clark st 1,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,07/18/2017,2019-04-15,41.928433459000004,41.92842720000001,6133,7220,Sultan's Market,523,4.0,$
727,LUCKY'S SANDWICH COMPANY,3472 n clark st,CHICAGO,IL,60657,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/13/2017,2019-04-15,41.945324859,41.9452476501465,4557,7223,Lucky's Sandwich Company,496,3.5,$$
728,SAPORI,2701 n halsted st 1 & 2,CHICAGO,IL,60614,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,06/02/2017,2019-04-15,41.931578497,41.93166,5488,7239,Sapori Trattoria,1995,4.5,$$
729,ALINEA RESTAURANT LLC,1723 n halsted st 1-2,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/07/2017,2019-04-15,41.913483826,41.9134194160823,11911,7244,Alinea,1975,4.5,$$$$
730,MACKU,2239 n clybourn ave,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/02/2017,2019-04-15,41.922444973000005,41.92255,4825,7251,Macku Sushi,398,4.0,$$$
731,PANES BREAD CAFE,3002 n sheffield ave  1,CHICAGO,IL,60657,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/03/2017,2019-04-15,41.936372506,41.936485692013704,11554,7253,Panes Bread Cafe,712,4.5,$
732,STATE RESTAURANT & CAFE,935 w webster ave,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/26/2017,2019-04-15,41.921647052,41.9215,5364,7262,State Restaurant,634,3.5,$$
733,TORO SUSHI INC.,2546 n clark st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/04/2017,2019-04-15,41.928956589,41.92907,9138,7291,Toro Sushi,1067,4.0,$$
734,BACINO'S OF LINCOLN PARK LTD,2204 n lincoln ave,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/05/2017,2019-04-15,41.921980999,41.922089869210204,4385,7320,Bacino's of Lincoln Park,366,4.0,$$
735,PARS COVE EAST,435 w diversey pkwy 1st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/11/2017,2019-04-15,41.932772607,41.932758,4481,7325,Pars Cove Restaurant,440,4.0,$$
736,SWIRLZ CUPCAKES,705 w belden ave,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/10/2017,2019-04-15,41.923556201,41.9235077,4485,7326,Swirlz Cupcakes,457,4.0,$$
737,CHEZ MOI,2100 n halsted st,CHICAGO,IL,60614,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/10/2017,2019-04-15,41.920082191,41.920093536377,4473,7333,Chez Moi,353,4.0,$$
738,LAWRY'S THE PRIME RIB,100 e ontario st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/01/2017,2019-03-15,41.893426147,41.893461,3318,7339,Lawry's The Prime Rib,738,4.0,$$$
739,LAWRY'S THE PRIME RIB,100 e ontario st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/01/2017,2019-03-15,41.893426147,41.893543,3318,7339,SideDoor,484,4.0,$$
740,ANDYS 11 EAST LOUNGE,11 e hubbard st 1st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/07/2017,2019-03-15,41.889963868,41.88986,2750,7390,Andy's Jazz Club,395,3.5,$$
741,DAO THAI RESTRAUNT,230 e ohio st  1st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/07/2017,2019-03-15,41.892689628,41.8927292530664,2746,7391,Dao Thai,584,3.0,$$
742,P.F. CHANG CHINA BISTRO,530 n wabash ave  leg. dpt,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/10/2017,2019-03-15,41.891724724,41.8919052750496,2872,7409,P.F. Chang's,432,3.0,$$
743,DAEBAK KOREAN BBQ,2017 s wells st 2,CHICAGO,IL,60616,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,ISSUE,02/21/2017,2019-03-15,41.854783776,41.85477,3058,7413,Daebak Korean BBQ,361,4.0,$$
744,PIZZERIA DUE,619 n wabash ave,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/16/2017,2019-03-15,41.893184989,41.8931467721058,2951,7419,Pizzeria Due,932,3.5,$$
745,SU CASA,49 e ontario st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/16/2017,2019-03-15,41.89319256,41.893125,2954,7422,Su Casa Restaurant,597,3.0,$$
746,PIZZERIA UNO CHICAGO BAR & GRILL,29 e ohio st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/16/2017,2019-03-15,41.892383417,41.89227,2955,7423,Pizzeria Uno,1279,3.5,$$
747,FREMONT BAR,15 w illinois st 1-2,CHICAGO,IL,60654,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/14/2017,2019-03-15,41.890743519000004,41.89063,2916,7427,Fremont,463,4.0,$$
748,RL,115 e chicago ave 1&2 1st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/14/2017,2019-03-15,41.896615843,41.897007,2882,7437,RL Restaurant,693,4.0,$$$
749,TIMOTHY O'TOOLE'S,622 n fairbanks ct,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/08/2017,2019-03-15,41.893365397,41.8931909,2757,7440,Timothy O'Toole's Pub - Chicago,944,3.5,$$
750,BENNY'S CHOPHOUSE,444 n wabash ave 1st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/27/2017,2019-03-15,41.890630789,41.89065,3263,7442,Benny’s Chop House,583,4.0,$$$$
751,"THE STAR OF SIAM, INC.",11 e illinois st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/28/2017,2019-03-15,41.890762893,41.8906364440918,3280,7448,Star of Siam,1054,3.5,$$
752,Billy Goat Taven & Grill,430 n michigan ave ll,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,05/15/2017,2019-03-15,41.890299648,41.8904001382989,5117,7454,Billy Goat Tavern,874,3.5,$
753,BISTRONOMIC,840 n wabash ave 1st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/28/2017,2019-03-15,41.897906090999996,41.8979072566376,3294,7456,Bistronomic,529,4.0,$$$
754,THE PURPLE PIG,500 n michigan ave 1st 130,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/24/2017,2019-03-15,41.89097123,41.89101954311,3201,7471,The Purple Pig,6538,4.0,$$
755,FISHBAR,2956 n sheffield ave 1,CHICAGO,IL,60657,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/24/2017,2019-03-15,41.936160045,41.9361243683693,3231,7474,Fish Bar,911,4.0,$$
756,DAVE & BUSTER'S,1030 n clark st,CHICAGO,IL,60610,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/21/2017,2019-03-15,41.901531983000005,41.901340000000005,3052,7476,Dave & Buster's,429,2.5,$$
757,"PENINSULA CHICAGO, LLC",108 e superior st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/10/2017,2019-03-15,41.895839638000005,41.89581483922021,8449,7496,Pierrot Gourmet,605,4.0,$$
758,WEST EGG CAFE,620 n fairbanks ct,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/20/2017,2019-03-15,41.893365397,41.893240000000006,3758,7505,West Egg Cafe,749,3.5,$$
759,THE GRIND CAFE INC.,4613 n lincoln ave 1st b,CHICAGO,IL,60625,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,03/21/2017,2019-03-15,41.965328383,41.9654579162598,3786,7508,The Grind,352,4.5,$
760,KANELA CAFE,3231 n clark st 1st,CHICAGO,IL,60657,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/20/2017,2019-03-15,41.940826003000005,41.9407813512579,4634,7510,Kanela Breakfast Club,746,3.5,$$
761,RAMEN TAKEYA / OMAKASE TAKEYA,819 w fulton market  1 & bsmt,CHICAGO,IL,60607,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,RENEW,03/07/2017,2019-03-15,,41.886539899999995,17273,7514,Ramen Takeya,556,4.0,$$
762,Sayat Nova,157 e ohio st 1st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/10/2017,2019-03-15,41.892442023,41.8923110961914,3534,7536,Sayat Nova,393,3.5,$$
763,Hash,1357 n western ave first,CHICAGO,IL,60622,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,04/17/2017,2019-03-15,41.906520743,41.90655,11916,7540,Hash,374,4.0,$$
764,NIU,332 e illinois st 1,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/14/2017,2019-03-15,41.891139736,41.891185141978,11917,7547,Niu Japanese Fusion Lounge,758,3.5,$$
765,BANDERA,535 n michigan ave 2nd,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/07/2017,2019-03-15,41.891897076,41.8919021875965,3481,7558,Bandera Restaurant,1727,4.0,$$
766,BANDERA,535 n michigan ave 2nd,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/07/2017,2019-03-15,41.891897076,41.8919830322266,3481,7558,Labriola,466,3.5,$$
767,FRANCESCA'S ON CHESTNUT,200 e chestnut st 1st and bsmt,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/07/2017,2019-03-15,41.898530344,41.8985615,3502,7566,Francesca's On Chestnut,345,4.0,$$
768,OYSY,50 e grand ave,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/14/2017,2019-03-15,41.891805483,41.8918176,3671,7576,Oysy Sushi,543,3.5,$$
769,BELLWETHER MEETING HOUSE & EATERY,302 e illinois st,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/15/2017,2019-03-15,41.89111636,41.8911629,3695,7584,Bellwether Meeting House & Eatery,350,3.5,$$
770,DEVON SEAFOOD GRILL,39 e chicago ave,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/15/2017,2019-03-15,41.896587722,41.8965751,3704,7590,Devon Seafood Grill,1111,4.0,$$$
771,MIKE DITKA'S RESTAURANT,100 e chestnut st 1-2,CHICAGO,IL,60611,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,02/23/2017,2019-03-15,41.898476193,41.898590000000006,6758,7593,Ditka's Restaurant,907,4.0,$$$
772,TAKITO KITCHEN,2013 w division st 1,CHICAGO,IL,60622,Retail Food Establishment,775,Retail Sales of Perishable Foods,RENEW,03/13/2017,2019-03-15,41.903071092,41.90289,11966,7605,Takito Kitchen,497,4.0,$$
